"","stadium","full_team_name","team","team_abbr","x","y","d_wall","segment","spray_angle_stadia","fence_height","orientation","distance"
"89","RingCentral Coliseum","Oakland Athletics","athletics","OAK",235.384024510229,245.484831844026,340.100634607055,"outfield_outer",32.8,8,"NE",340.100634607055
"90","RingCentral Coliseum","Oakland Athletics","athletics","OAK",229.23326406432,259.31090607215,346.106970980854,"outfield_outer",31.1,8,"NE",346.106970980854
"91","RingCentral Coliseum","Oakland Athletics","athletics","OAK",223.143109988019,273.163596437398,352.719715856286,"outfield_outer",29.4,8,"NE",352.719715856286
"92","RingCentral Coliseum","Oakland Athletics","athletics","OAK",216.949072705531,286.970050031834,359.748119888156,"outfield_outer",27.8,8,"NE",359.748119888156
"93","RingCentral Coliseum","Oakland Athletics","athletics","OAK",210.748241553549,300.772083528004,367.258311747589,"outfield_outer",26.3,8,"NE",367.258311747589
"94","RingCentral Coliseum","Oakland Athletics","athletics","OAK",199.941499443443,310.104472747594,368.97342345724,"outfield_outer",24.6,8,"NE",368.97342345724
"95","RingCentral Coliseum","Oakland Athletics","athletics","OAK",185.975064734325,315.925766586004,366.600347375573,"outfield_outer",22.9,15,"NE",366.600347375573
"96","RingCentral Coliseum","Oakland Athletics","athletics","OAK",172.018977753648,321.773106364444,364.867730399433,"outfield_outer",21.1,15,"NE",364.867730399433
"97","RingCentral Coliseum","Oakland Athletics","athletics","OAK",158.104728070276,327.71912050013,363.863885236712,"outfield_outer",19.3,15,"NE",363.863885236712
"98","RingCentral Coliseum","Oakland Athletics","athletics","OAK",144.378399463944,334.036398402139,363.903060840717,"outfield_outer",17.5,15,"NE",363.903060840717
"99","RingCentral Coliseum","Oakland Athletics","athletics","OAK",131.919553649342,342.607546368986,367.127633751558,"outfield_outer",15.8,15,"NE",367.127633751558
"100","RingCentral Coliseum","Oakland Athletics","athletics","OAK",119.738862019295,351.584876222013,371.415293526968,"outfield_outer",14.1,15,"NE",371.415293526968
"101","RingCentral Coliseum","Oakland Athletics","athletics","OAK",107.459809394192,360.428925095861,376.107193072392,"outfield_outer",12.5,15,"NE",376.107193072392
"102","RingCentral Coliseum","Oakland Athletics","athletics","OAK",95.1519468918854,369.232550308,381.295907667872,"outfield_outer",10.8,15,"NE",381.295907667872
"103","RingCentral Coliseum","Oakland Athletics","athletics","OAK",82.8282690761835,378.010503825171,386.97863398425,"outfield_outer",9.3,15,"NE",386.97863398425
"104","RingCentral Coliseum","Oakland Athletics","athletics","OAK",69.5192785829383,385.160264237482,391.383902635481,"outfield_outer",7.7,8,"NE",391.383902635481
"105","RingCentral Coliseum","Oakland Athletics","athletics","OAK",55.8102887709723,391.567617562049,395.524951748836,"outfield_outer",6.1,8,"NE",395.524951748836
"106","RingCentral Coliseum","Oakland Athletics","athletics","OAK",42.1058284511027,397.984631351796,400.205781544668,"outfield_outer",4.5,8,"NE",400.205781544668
"107","RingCentral Coliseum","Oakland Athletics","athletics","OAK",27.7900345975233,402.37703533,403.335548376152,"outfield_outer",3,8,"NE",403.335548376152
"108","RingCentral Coliseum","Oakland Athletics","athletics","OAK",12.6574926442678,402.37703533,402.576068192087,"outfield_outer",1.4,8,"NE",402.576068192087
"109","RingCentral Coliseum","Oakland Athletics","athletics","OAK",-2.47485546376242,402.339686810134,402.347298353106,"outfield_outer",-0.3,8,"NE",402.347298353106
"110","RingCentral Coliseum","Oakland Athletics","athletics","OAK",-17.6068140846035,402.22729507,402.612464786597,"outfield_outer",-1.9,8,"NE",402.612464786597
"111","RingCentral Coliseum","Oakland Athletics","athletics","OAK",-32.7192562826476,401.781102745803,403.111156203004,"outfield_outer",-3.5,8,"NE",403.111156203004
